Date,Home_Team,Home_Win,TMAX,TMIN,PRCP
2018-05-06,SEA,0,24.4,11.7,0.0
2018-05-06,CIN,0,25.6,12.2,36.0
2018-05-06,SDP,1,22.8,15.6,0.0
2018-05-06,NYY,1,18.9,13.3,0.0
2018-05-06,TEX,0,26.7,13.3,0.0
2018-05-06,MIL,0,15.6,8.9,3.0
2018-05-06,CHW,0,20.6,11.1,0.0
2018-05-06,WSN,1,22.8,15.0,0.0
2018-05-06,NYM,0,20.0,12.2,0.0
2018-05-06,STL,1,28.9,15.6,3.0
2018-05-06,KCR,1,28.3,14.4,0.0
2018-05-06,ARI,1,41.1,22.8,0.0
2018-05-07,CIN,0,23.3,10.0,0.0
2018-05-07,TEX,1,30.6,13.9,0.0
2018-05-07,CHC,1,22.8,10.0,0.0
2018-05-07,STL,0,25.6,13.3,0.0
2018-05-07,SDP,0,20.0,15.6,0.0
2018-05-07,PHI,1,23.9,12.8,0.0
2018-05-07,OAK,0,21.1,8.9,0.0
2018-05-08,TOR,0,17.5,6.0,0.0
2018-05-08,BAL,0,25.6,15.6,0.0
2018-05-08,TBR,0,32.8,19.4,0.0
2018-05-08,COL,1,26.1,8.9,0.0
2018-05-08,CIN,1,26.1,6.7,0.0
2018-05-08,LAD,0,24.4,14.4,0.0
2018-05-08,MIL,1,27.8,14.4,0.0
2018-05-08,TEX,0,32.8,16.1,0.0
2018-05-08,CHW,0,28.3,13.3,0.0
2018-05-08,NYY,1,23.3,11.7,0.0
2018-05-08,CHC,1,28.3,13.3,0.0
2018-05-08,STL,0,26.7,11.7,0.0
2018-05-08,SDP,0,18.9,15.0,0.0
2018-05-08,PHI,1,25.0,10.6,0.0
2018-05-08,OAK,0,18.9,10.6,0.0
2018-05-09,TOR,1,22.0,8.0,70.0
2018-05-09,BAL,1,26.1,15.6,0.0
2018-05-09,TBR,0,32.8,19.4,0.0
2018-05-09,COL,0,25.0,7.8,0.0
2018-05-09,CIN,1,27.2,11.1,5.0
2018-05-09,LAD,1,23.9,15.0,0.0
2018-05-09,MIL,0,22.8,9.4,198.0
2018-05-09,TEX,1,30.6,18.9,0.0
2018-05-09,CHW,0,28.3,15.6,53.0
2018-05-09,NYY,1,25.0,12.2,0.0
2018-05-09,CHC,1,28.3,15.6,53.0
2018-05-09,SDP,1,21.1,15.6,0.0
2018-05-09,PHI,1,26.1,11.1,0.0
2018-05-09,OAK,0,19.4,11.7,0.0
2018-05-10,TOR,0,21.5,14.0,0.0
2018-05-10,BAL,1,29.4,16.1,10.0
2018-05-10,MIA,0,28.9,22.8,0.0
2018-05-10,LAA,1,26.7,12.8,0.0
2018-05-10,LAD,0,24.4,15.6,0.0
2018-05-10,NYY,0,18.9,12.2,64.0
2018-05-10,ARI,0,41.1,23.3,0.0
2018-05-10,COL,0,25.6,7.8,0.0
2018-05-10,PHI,1,26.7,9.4,0.0
2018-05-10,SDP,0,20.0,15.6,0.0
2018-05-11,TOR,1,12.0,4.0,10.0
2018-05-11,BAL,1,27.8,18.3,0.0
2018-05-11,MIA,1,29.4,23.9,0.0
2018-05-11,LAA,0,21.7,14.4,0.0
2018-05-11,LAD,0,18.3,15.6,0.0
2018-05-11,CLE,0,12.2,7.2,0.0
2018-05-11,HOU,0,30.6,21.1,0.0
2018-05-11,PIT,1,19.4,11.1,0.0
2018-05-11,NYY,0,22.8,15.6,0.0
2018-05-11,ARI,0,38.9,23.9,0.0
2018-05-11,COL,0,31.7,10.0,0.0
2018-05-11,CHC,1,13.9,9.4,15.0
2018-05-11,SDP,0,16.7,15.0,0.0
2018-05-11,PHI,0,25.0,15.0,0.0
2018-05-12,TOR,0,13.5,4.5,0.0
2018-05-12,BAL,1,28.3,16.7,244.0
2018-05-12,BAL,0,28.3,16.7,244.0
2018-05-12,MIA,0,26.7,24.4,0.0
2018-05-12,DET,1,10.6,5.6,660.0
2018-05-12,DET,0,10.6,5.6,660.0
2018-05-12,LAA,0,17.2,11.7,0.0
2018-05-12,LAD,0,18.9,13.9,0.0
2018-05-12,CLE,1,12.2,8.3,79.0
2018-05-12,HOU,1,31.1,22.2,0.0
2018-05-12,PIT,1,28.3,10.0,142.0
2018-05-12,NYY,1,17.2,10.6,56.0
2018-05-12,ARI,0,32.2,22.2,0.0
2018-05-12,COL,1,23.9,10.6,8.0
2018-05-12,CHC,1,11.7,7.8,109.0
2018-05-12,SDP,1,17.8,13.9,3.0
2018-05-13,TOR,0,15.0,7.0,0.0
2018-05-13,BAL,1,19.4,15.0,61.0
2018-05-13,MIA,0,27.2,21.7,312.0
2018-05-13,DET,1,18.3,6.1,122.0
2018-05-13,LAA,1,23.3,14.4,0.0
2018-05-13,LAD,0,21.1,14.4,8.0
2018-05-13,CLE,1,13.3,7.8,175.0
2018-05-13,HOU,1,32.2,21.7,0.0
2018-05-13,PIT,0,23.9,13.9,66.0
2018-05-13,NYY,1,12.2,11.1,25.0
2018-05-13,ARI,0,32.2,18.9,0.0
2018-05-13,COL,0,16.7,10.0,15.0
2018-05-13,CHC,0,20.6,9.4,3.0
2018-05-13,SDP,1,20.6,15.6,0.0
2018-05-13,PHI,1,13.9,11.7,124.0
2018-05-14,CHC,0,30.0,12.2,328.0
2018-05-14,MIN,0,21.1,10.0,0.0
2018-05-14,LAA,1,23.9,9.4,0.0
2018-05-14,SFG,1,14.4,11.1,0.0
2018-05-14,DET,1,24.4,10.6,8.0
2018-05-14,SDP,0,20.6,15.0,0.0
2018-05-14,ARI,0,35.0,20.0,0.0
2018-05-14,KCR,0,32.8,19.4,0.0
2018-05-14,BOS,0,20.6,9.4,0.0
2018-05-15,NYM,1,33.3,15.6,112.0
2018-05-15,ATL,0,25.6,20.6,142.0
2018-05-15,SEA,1,21.7,12.8,0.0
2018-05-15,LAA,0,23.9,11.7,0.0
2018-05-15,SFG,1,17.2,12.2,0.0
2018-05-15,MIA,1,30.6,20.6,201.0
2018-05-15,DET,1,22.2,11.1,170.0
2018-05-15,PIT,1,28.3,15.6,0.0
2018-05-15,WSN,1,31.7,18.9,104.0
2018-05-15,MIN,1,22.8,10.6,81.0
2018-05-15,SDP,1,20.6,16.1,0.0
2018-05-15,ARI,1,35.0,20.6,0.0
2018-05-15,KCR,0,32.8,17.8,10.0
2018-05-15,BOS,0,29.4,14.4,254.0
2018-05-16,NYM,0,18.3,12.8,107.0
2018-05-16,BAL,0,21.7,17.8,254.0
2018-05-16,ATL,1,24.4,20.6,135.0
2018-05-16,SEA,0,21.1,12.2,0.0
2018-05-16,LAA,0,24.4,8.9,0.0
2018-05-16,SFG,0,17.2,11.7,0.0
2018-05-16,MIA,1,30.0,22.2,0.0
2018-05-16,DET,0,23.3,9.4,0.0
2018-05-16,PIT,1,23.9,16.1,234.0
2018-05-16,MIN,0,23.9,12.8,0.0
2018-05-16,ARI,0,37.2,21.1,0.0
2018-05-16,KCR,0,27.2,17.2,0.0
2018-05-16,BOS,1,16.7,10.0,0.0
2018-05-17,TOR,0,24.0,10.0,0.0
2018-05-17,BOS,1,21.7,10.6,0.0
2018-05-17,SEA,0,18.9,12.2,0.0
2018-05-17,LAA,0,23.3,9.4,0.0
2018-05-17,MIA,0,27.8,22.2,206.0
2018-05-17,CHW,1,22.8,12.2,0.0
2018-05-17,PIT,1,25.6,16.7,0.0
2018-05-17,SFG,0,16.7,11.7,0.0
2018-05-17,STL,0,28.3,20.0,0.0
2018-05-18,TOR,0,13.0,7.5,64.0
2018-05-18,BOS,0,18.3,8.3,0.0
2018-05-18,ATL,0,28.3,18.9,0.0
2018-05-18,SEA,1,17.8,12.2,0.0
2018-05-18,LAA,0,21.1,15.6,0.0
2018-05-18,CIN,0,25.0,17.8,28.0
2018-05-18,HOU,1,32.8,21.7,0.0
2018-05-18,CHW,0,20.0,11.7,8.0
2018-05-18,PIT,0,22.2,15.6,5.0
2018-05-18,KCR,1,27.8,14.4,0.0
2018-05-18,MIN,0,28.3,12.8,0.0
2018-05-18,SFG,0,15.6,11.1,0.0
2018-05-18,STL,1,22.2,18.3,409.0
2018-05-18,NYM,1,19.4,13.3,0.0
2018-05-19,TOR,0,18.0,7.5,30.0
2018-05-19,BOS,1,12.8,7.8,51.0
2018-05-19,ATL,1,30.0,21.1,0.0
2018-05-19,SEA,1,23.3,12.8,48.0
2018-05-19,LAA,0,20.0,10.0,0.0
2018-05-19,CIN,1,27.2,17.2,10.0
2018-05-19,CIN,0,27.2,17.2,10.0
2018-05-19,WSN,0,22.2,13.9,196.0
2018-05-19,WSN,0,22.2,13.9,196.0
2018-05-19,HOU,0,31.7,22.8,0.0
2018-05-19,CHW,1,20.6,13.9,51.0
2018-05-19,PIT,0,25.0,13.3,208.0
2018-05-19,KCR,0,30.0,16.7,51.0
2018-05-19,MIN,0,28.3,12.8,0.0
2018-05-19,SFG,1,15.0,11.1,0.0
2018-05-19,STL,0,26.7,18.3,18.0
2018-05-19,NYM,1,13.3,10.0,163.0
2018-05-20,TOR,0,20.5,10.0,0.0
2018-05-20,BOS,1,27.2,12.2,20.0
2018-05-20,ATL,1,30.0,20.0,277.0
2018-05-20,SEA,1,17.8,12.2,3.0
2018-05-20,LAA,1,21.1,14.4,0.0
2018-05-20,CIN,0,30.6,16.7,0.0
2018-05-20,WSN,0,31.7,20.0,0.0
2018-05-20,HOU,1,32.2,21.1,0.0
2018-05-20,CHW,1,15.6,7.2,20.0
2018-05-20,PIT,0,23.9,16.1,5.0
2018-05-20,KCR,0,27.8,17.2,48.0
2018-05-20,MIN,1,16.1,5.6,0.0
2018-05-20,SFG,1,15.0,11.1,0.0
2018-05-20,STL,1,26.7,17.2,94.0
2018-05-20,NYM,1,28.9,12.8,0.0
2018-05-21,CHW,0,18.3,10.0,312.0
2018-05-21,PHI,1,26.1,16.1,0.0
2018-05-21,LAD,0,19.4,15.6,10.0
2018-05-21,TEX,0,25.6,18.9,112.0
2018-05-21,NYM,1,26.1,15.6,0.0
2018-05-21,MIN,1,21.7,7.2,0.0
2018-05-21,WSN,1,27.8,19.4,0.0
2018-05-21,STL,1,27.2,18.3,30.0
2018-05-21,MIL,1,12.2,7.2,135.0
2018-05-22,TOR,1,18.5,9.0,4.0
2018-05-22,CHW,1,19.4,12.2,13.0
2018-05-22,PHI,0,18.9,15.0,89.0
2018-05-22,OAK,0,14.4,11.7,0.0
2018-05-22,CIN,1,28.9,18.3,188.0
2018-05-22,LAD,1,20.0,15.0,0.0
2018-05-22,CHC,0,19.4,12.2,13.0
2018-05-22,TEX,1,28.9,18.9,0.0
2018-05-22,NYM,0,21.1,13.3,53.0
2018-05-22,MIN,1,20.6,12.2,0.0
2018-05-22,WSN,1,26.7,18.3,312.0
2018-05-22,HOU,1,29.4,20.6,140.0
2018-05-22,STL,0,28.9,18.9,0.0
2018-05-22,MIL,1,18.9,8.9,3.0
2018-05-22,TBR,0,30.0,22.8,353.0
2018-05-23,TOR,0,27.5,11.5,0.0
2018-05-23,CHW,1,25.6,10.6,0.0
2018-05-23,PHI,1,26.7,16.1,0.0
2018-05-23,OAK,0,16.7,12.2,0.0
2018-05-23,CIN,0,26.7,15.0,0.0
2018-05-23,LAD,1,20.6,15.0,0.0
2018-05-23,CHC,0,25.6,10.6,0.0
2018-05-23,TEX,1,30.6,20.6,0.0
2018-05-23,NYM,0,27.8,13.9,53.0
2018-05-23,MIN,0,23.3,15.0,0.0
2018-05-23,WSN,0,28.3,18.9,0.0
2018-05-23,HOU,1,27.8,21.7,0.0
2018-05-23,STL,0,30.0,18.9,0.0
2018-05-23,MIL,1,24.4,10.0,0.0
2018-05-23,TBR,0,31.7,22.2,0.0
2018-05-24,TOR,0,28.5,11.0,0.0
2018-05-24,CHW,0,30.6,15.0,0.0
2018-05-24,OAK,1,16.1,11.7,0.0
2018-05-24,CIN,1,28.3,12.8,0.0
2018-05-24,CLE,0,22.2,13.3,0.0
2018-05-24,TEX,0,31.7,20.6,0.0
2018-05-24,MIL,0,26.7,12.8,0.0
2018-05-24,TBR,1,32.2,23.9,170.0
2018-05-25,PHI,0,30.0,16.1,0.0
2018-05-25,TBR,0,32.2,23.9,20.0
2018-05-25,BOS,1,31.1,12.2,0.0
2018-05-25,SEA,1,18.9,10.6,0.0
2018-05-25,NYY,1,30.0,18.3,0.0
2018-05-25,COL,1,29.4,9.4,0.0
2018-05-25,LAD,1,20.6,13.9,0.0
2018-05-25,CLE,0,27.8,16.1,0.0
2018-05-25,TEX,1,31.7,21.7,0.0
2018-05-25,PIT,1,28.9,13.3,0.0
2018-05-25,MIA,0,27.2,22.2,168.0
2018-05-25,CHC,1,32.2,20.0,33.0
2018-05-25,MIL,1,31.1,18.3,0.0
2018-05-25,DET,1,30.0,14.4,0.0
2018-05-25,OAK,0,17.8,12.8,0.0
2018-05-26,PHI,1,31.7,20.6,216.0
2018-05-26,TBR,1,26.7,21.7,135.0
2018-05-26,BOS,1,31.7,16.1,0.0
2018-05-26,SEA,1,18.9,11.1,3.0
2018-05-26,NYY,0,31.7,22.2,0.0
2018-05-26,COL,0,31.7,10.0,0.0
2018-05-26,LAD,0,22.2,13.9,0.0
2018-05-26,CLE,1,26.1,20.0,0.0
2018-05-26,TEX,1,32.2,21.7,0.0
2018-05-26,PIT,0,29.4,18.3,140.0
2018-05-26,MIA,0,25.6,21.7,409.0
2018-05-26,CHC,0,32.2,20.6,0.0
2018-05-26,MIL,1,30.0,20.0,0.0
2018-05-26,DET,0,27.8,17.8,0.0
2018-05-26,OAK,1,17.8,12.2,0.0
2018-05-27,PHI,0,25.0,14.4,20.0
2018-05-27,TBR,1,29.4,22.2,117.0
2018-05-27,BOS,0,16.1,10.0,5.0
2018-05-27,SEA,1,22.8,9.4,0.0
2018-05-27,NYY,1,26.7,13.3,112.0
2018-05-27,COL,1,31.7,12.8,0.0
2018-05-27,LAD,1,23.3,14.4,0.0
2018-05-27,CLE,1,27.8,19.4,0.0
2018-05-27,TEX,0,36.1,21.7,0.0
2018-05-27,PIT,0,27.8,18.3,117.0
2018-05-27,MIA,0,28.3,23.3,348.0
2018-05-27,CHC,1,35.6,22.2,0.0
2018-05-27,MIL,1,35.0,20.0,0.0
2018-05-27,DET,1,31.7,17.8,0.0
2018-05-27,OAK,1,21.7,10.0,0.0
2018-05-28,BOS,1,15.0,10.0,15.0
2018-05-28,BAL,0,22.8,16.7,0.0
2018-05-28,ATL,1,29.4,20.6,132.0
2018-05-28,ATL,0,29.4,20.6,132.0
2018-05-28,SEA,1,21.7,9.4,0.0
2018-05-28,DET,1,33.9,19.4,0.0
2018-05-28,ARI,1,36.7,21.7,0.0
2018-05-28,LAD,1,22.8,14.4,0.0
2018-05-28,CLE,1,27.8,22.2,0.0
2018-05-28,PIT,0,30.0,18.3,0.0
2018-05-28,NYY,0,20.6,13.3,0.0
2018-05-28,SDP,0,21.1,16.1,0.0
2018-05-28,KCR,0,35.0,21.7,0.0
2018-05-28,COL,1,28.3,13.3,0.0
2018-05-28,MIL,1,30.6,16.1,0.0
2018-05-28,OAK,0,27.2,12.2,0.0
2018-05-29,BOS,1,29.4,14.4,0.0
2018-05-29,BAL,0,28.3,20.0,0.0
2018-05-29,ATL,1,27.8,21.1,102.0
2018-05-29,SEA,0,18.3,10.6,8.0
2018-05-29,DET,0,31.7,20.6,0.0
2018-05-29,ARI,1,38.9,23.9,0.0
2018-05-29,LAD,0,22.2,16.1,0.0
2018-05-29,CLE,1,28.3,20.6,0.0
2018-05-29,PIT,0,31.7,20.0,0.0
2018-05-29,NYY,1,31.7,17.2,0.0
2018-05-29,SDP,1,18.3,16.1,0.0
2018-05-29,KCR,1,35.0,20.6,0.0
2018-05-29,COL,1,19.4,11.1,13.0
2018-05-29,MIL,0,22.8,15.6,0.0
2018-05-29,OAK,0,22.2,11.1,0.0
2018-05-30,BOS,1,20.6,15.6,0.0
2018-05-30,BAL,0,29.4,20.6,3.0
2018-05-30,ATL,0,27.8,21.7,13.0
2018-05-30,SEA,0,19.4,10.0,3.0
2018-05-30,DET,1,29.4,20.6,3.0
2018-05-30,ARI,0,38.9,26.7,0.0
2018-05-30,LAD,1,21.1,15.6,0.0
2018-05-30,CLE,1,30.6,20.0,5.0
2018-05-30,PIT,1,28.9,20.0,0.0
2018-05-30,NYY,1,25.6,16.1,0.0
2018-05-30,SDP,1,20.0,16.1,0.0
2018-05-30,KCR,1,33.3,18.3,43.0
2018-05-30,COL,0,24.4,7.2,0.0
2018-05-30,MIL,1,26.7,16.7,51.0
2018-05-30,OAK,0,16.1,10.6,0.0
2018-05-31,ATL,1,30.6,21.7,0.0
2018-05-31,SEA,1,17.8,9.4,5.0
2018-05-31,DET,1,31.7,23.3,0.0
2018-05-31,LAD,0,22.2,15.6,0.0
2018-05-31,MIN,0,23.3,17.8,8.0
2018-05-31,STL,1,31.7,23.9,0.0
2018-05-31,SDP,1,21.1,15.6,0.0
2018-05-31,NYM,0,21.1,16.7,13.0
2018-05-31,HOU,1,33.3,23.9,0.0
2018-05-31,OAK,1,17.8,11.1,0.0
2018-06-01,DET,1,27.2,14.4,0.0
2018-06-01,BAL,0,31.1,22.2,0.0
2018-06-01,ATL,1,31.7,20.0,135.0
2018-06-01,SEA,1,19.4,9.4,0.0
2018-06-01,LAA,1,26.7,15.6,0.0
2018-06-01,SDP,0,21.7,16.7,0.0
2018-06-01,COL,0,32.8,9.4,0.0
2018-06-01,MIN,1,29.4,18.9,0.0
2018-06-01,STL,0,35.6,21.7,0.0
2018-06-01,ARI,1,37.8,23.9,0.0
2018-06-01,SFG,1,20.0,10.0,0.0
2018-06-01,NYM,0,27.8,17.2,13.0
2018-06-01,CHW,1,26.7,12.2,0.0
2018-06-01,KCR,0,32.8,20.0,0.0
2018-06-01,HOU,1,34.4,24.4,0.0
2018-06-02,DET,1,22.2,12.2,0.0
2018-06-02,BAL,0,31.1,22.8,8.0
2018-06-02,ATL,0,31.7,20.0,8.0
2018-06-02,SEA,1,23.3,11.1,0.0
2018-06-02,LAA,0,26.7,11.7,0.0
2018-06-02,SDP,1,22.2,15.6,0.0
2018-06-02,COL,0,32.2,10.0,0.0
2018-06-02,MIN,1,27.2,16.7,0.0
2018-06-02,STL,1,30.0,21.7,79.0
2018-06-02,ARI,1,41.1,23.3,0.0
2018-06-02,SFG,1,25.6,11.7,0.0
2018-06-02,NYM,0,30.6,19.4,3.0
2018-06-02,CHW,0,23.3,11.7,137.0
2018-06-02,KCR,1,33.9,18.9,10.0
2018-06-02,HOU,0,34.4,23.9,0.0
2018-06-03,DET,0,24.4,12.8,218.0
2018-06-03,ATL,1,33.3,22.2,3.0
2018-06-03,SEA,1,17.8,11.1,3.0
2018-06-03,LAA,1,28.3,12.8,0.0
2018-06-03,SDP,1,22.8,17.2,0.0
2018-06-03,COL,0,26.7,8.3,0.0
2018-06-03,MIN,1,21.1,15.0,61.0
2018-06-03,STL,1,28.3,17.8,0.0
2018-06-03,ARI,1,42.2,24.4,0.0
2018-06-03,SFG,1,22.8,12.2,0.0
2018-06-03,NYM,0,19.4,11.7,76.0
2018-06-03,CHW,1,26.1,15.6,0.0
2018-06-03,KCR,0,27.2,16.7,0.0
2018-06-03,HOU,0,35.0,23.3,0.0
2018-06-04,SDP,1,20.6,16.7,0.0
2018-06-04,LAA,1,30.0,10.0,0.0
2018-06-04,DET,0,22.8,15.6,0.0
2018-06-04,DET,1,22.8,15.6,0.0
2018-06-04,SFG,1,17.8,11.1,0.0
2018-06-05,TOR,0,17.5,11.0,0.0
2018-06-05,NYM,0,25.0,15.0,0.0
2018-06-05,SDP,0,19.4,16.7,0.0
2018-06-05,HOU,0,35.0,23.3,0.0
2018-06-05,LAA,1,26.1,14.4,0.0
2018-06-05,CIN,0,28.9,10.6,0.0
2018-06-05,PIT,0,21.7,10.0,74.0
2018-06-05,CLE,1,18.3,12.8,43.0
2018-06-05,TEX,1,27.8,20.0,79.0
2018-06-05,STL,0,31.1,16.1,0.0
2018-06-05,MIN,1,30.0,15.6,0.0
2018-06-05,MIN,0,30.0,15.6,0.0
2018-06-05,WSN,1,28.9,16.1,0.0
2018-06-05,SFG,0,17.2,10.0,0.0
2018-06-05,CHC,0,23.3,13.3,3.0
2018-06-05,BOS,1,16.1,9.4,86.0
2018-06-06,TOR,0,16.0,10.5,0.0
2018-06-06,NYM,0,21.7,15.6,0.0
2018-06-06,SDP,1,21.7,17.2,0.0
2018-06-06,HOU,1,35.0,24.4,0.0
2018-06-06,LAA,1,26.7,16.1,0.0
2018-06-06,CIN,0,25.0,13.9,0.0
2018-06-06,PIT,1,15.0,8.3,0.0
2018-06-06,CLE,1,17.2,12.2,0.0
2018-06-06,TEX,1,35.0,22.2,102.0
2018-06-06,STL,0,32.2,18.9,0.0
2018-06-06,MIN,0,26.7,16.1,64.0
2018-06-06,WSN,1,25.6,17.2,0.0
2018-06-06,SFG,1,15.6,10.6,0.0
2018-06-06,CHC,1,26.7,11.1,10.0
2018-06-06,BOS,1,16.7,11.7,0.0
2018-06-07,TOR,1,25.5,10.0,0.0
2018-06-07,TBR,0,31.7,23.9,3.0
2018-06-07,CIN,1,29.4,12.8,0.0
2018-06-07,PIT,0,23.3,8.3,0.0
2018-06-07,TEX,0,34.4,23.9,0.0
2018-06-07,STL,1,34.4,23.3,0.0
2018-06-07,MIN,1,25.6,15.0,5.0
2018-06-07,CHC,1,27.2,17.2,0.0
2018-06-07,OAK,1,18.3,12.2,0.0
2018-06-07,BOS,0,22.2,12.2,0.0
2018-06-08,TOR,1,23.0,13.5,0.0
2018-06-08,LAD,1,27.2,15.0,0.0
2018-06-08,TBR,0,30.0,22.8,58.0
2018-06-08,MIN,0,25.6,16.7,0.0
2018-06-08,CIN,0,30.6,17.8,84.0
2018-06-08,DET,0,27.2,15.0,0.0
2018-06-08,TEX,0,33.9,22.8,13.0
2018-06-08,CHC,1,22.8,16.1,58.0
2018-06-08,NYM,0,28.3,16.7,0.0
2018-06-08,MIA,1,31.1,24.4,3.0
2018-06-08,WSN,0,28.9,18.3,244.0
2018-06-08,COL,0,32.8,12.2,0.0
2018-06-08,PHI,0,27.8,15.0,0.0
2018-06-08,BOS,0,27.2,12.8,0.0
2018-06-08,OAK,1,20.0,10.0,0.0
2018-06-09,TOR,1,21.5,13.5,0.0
2018-06-09,LAD,0,27.8,16.7,0.0
2018-06-09,TBR,1,31.7,23.3,0.0
2018-06-09,MIN,0,23.3,17.2,0.0
2018-06-09,CIN,0,32.2,16.7,0.0
2018-06-09,DET,1,19.4,16.7,18.0
2018-06-09,TEX,0,34.4,23.3,0.0
2018-06-09,CHC,1,27.2,14.4,71.0
2018-06-09,NYM,0,27.2,20.6,0.0
2018-06-09,MIA,0,30.0,21.7,602.0
2018-06-09,WSN,1,30.0,21.1,25.0
2018-06-09,COL,0,33.3,13.9,0.0
2018-06-09,PHI,0,29.4,18.9,3.0
2018-06-09,BOS,1,26.7,16.7,0.0
2018-06-09,OAK,0,20.0,12.8,0.0
2018-06-10,TOR,1,21.0,14.5,0.0
2018-06-10,LAD,1,26.7,16.7,0.0
2018-06-10,TBR,0,32.2,23.9,0.0
2018-06-10,MIN,1,22.2,17.8,71.0
2018-06-10,CIN,1,28.3,18.9,0.0
2018-06-10,DET,0,20.0,15.6,0.0
2018-06-10,TEX,0,34.4,21.7,0.0
2018-06-10,CHC,0,21.7,16.1,323.0
2018-06-10,NYM,1,22.8,16.1,3.0
2018-06-10,MIA,0,29.4,24.4,3.0
2018-06-10,WSN,0,27.2,18.3,0.0
2018-06-10,COL,0,34.4,11.1,0.0
2018-06-10,PHI,1,22.8,13.3,196.0
2018-06-10,BOS,0,22.2,15.6,0.0
2018-06-10,OAK,1,21.1,9.4,0.0
2018-06-11,TBR,1,31.7,25.0,0.0
2018-06-11,BAL,0,20.0,15.6,262.0
2018-06-11,SEA,1,20.0,8.9,0.0
2018-06-11,CHW,0,20.6,16.7,23.0
2018-06-11,ARI,1,41.7,25.0,0.0
2018-06-11,MIA,1,29.4,23.9,13.0
2018-06-11,MIL,0,18.3,13.3,0.0
2018-06-11,STL,1,34.4,22.2,0.0
